"Year","State","Violent.Crimes","Poverty.Rate","Unemployment.Rate","Income.Per.Capita","Real.GDP"
2018,"Virginia",200,"0,107",0.0294420235773728,56978,477819.8
2018,"Connecticut",207,"0,104",0.0390424827305333,73929,249998.1
2018,"New Jersey",208,"0,094",0.039763560737939,67142,550064.5
2018,"Kentucky",212,"0,167",0.0420247398053277,41589,188083.6
2018,"Wyoming",212,"0,111",0.0404823428079242,59910,37987.9
2018,"Rhode Island",219,"0,126",0.0406683350560618,54158,52493.8
2018,"Minnesota",220,"0,097",0.0302116976110761,56986,338524.5
2018,"Idaho",227,"0,12",0.0281185400667858,43766,71075.4
2018,"Utah",233,"0,088",0.0291811237782946,46377,163327
2018,"Mississippi",234,"0,2",0.0495295051300947,37822,101131.5
2018,"Hawaii",249,"0,095",0.0236053123060722,53534,79854.7
2018,"Iowa",250,"0,112",0.0259785669623758,49548,172929.4
2018,"Ohio",280,"0,139",0.0450548854661793,48778,598917.1
2018,"North Dakota",281,"0,102",0.0246796625934752,56340,55884
2018,"Nebraska",285,"0,115",0.0285086117837673,52560,116904.4
2018,"Oregon",286,"0,122",0.0400941136339246,50535,215208.8
2018,"West Virginia",290,"0,177",0.0519336320270211,41406,73114.2
2018,"Wisconsin",295,"0,108",0.0301718893145866,51250,299416
2018,"Pennsylvania",306,"0,122",0.0444952965277777,55924,703946
2018,"Washington",312,"0,105",0.0437064157029654,60352,515629.9
2018,"Georgia",327,"0,144",0.0402041782053872,46882,539300.3
2018,"Massachusetts",338,"0,1",0.0344725599475123,70610,502954.3
2018,"New York",351,"0,138",0.0409625486621158,67357,1457995.8
2018,"Montana",374,"0,121",0.0376660488397815,48021,46614.1
2018,"North Carolina",378,"0,141",0.040241619362275,45758,504049.5
2018,"Indiana",382,"0,131",0.0337534419482241,47292,337149.6
2018,"Florida",385,"0,134",0.0361748545405166,51150,943463.4
2018,"Colorado",397,"0,098",0.030345464833929,58267,342535.9
2018,"Illinois",404,"0,119",0.0437206958130762,57240,774065
2018,"South Dakota",405,"0,133",0.0288364106263034,52346,46454.1
2018,"Texas",411,"0,148",0.0389475731891849,51813,1729286.6
2018,"Delaware",424,"0,118",0.0369135746023301,53062,61735.1
2018,"Kansas",439,"0,122",0.0328820103017043,51139,158906.3
2018,"California",447,"0,128",0.0426442768748049,61663,2643576.3
2018,"Michigan",449,"0,14",0.0416534745696021,47708,467830.4
2018,"Oklahoma",466,"0,154",0.0326199293304671,46298,197358.3
2018,"Maryland",469,"0,088",0.0381100609652736,61600,368643.9
2018,"Arizona",475,"0,139",0.0481110923768679,44071,313618.7
2018,"South Carolina",488,"0,151",0.0337983868187929,43711,207772.7
2018,"Missouri",502,"0,132",0.0321794070934575,46376,285995.1
2018,"Alabama",520,"0,168",0.0391101674564186,42328,200800.9
2018,"Louisiana",538,"0,187",0.0482016191575085,46117,236265.6
2018,"Nevada",541,"0,13",0.0438395196615314,49424,150711.6
2018,"Arkansas",544,"0,174",0.036511384117681,43446,115937.6
2018,"Tennessee",624,"0,154",0.0347683642063134,46499,322648.5
2018,"New Mexico",857,"0,201",0.0494287429813,41329,90999.4
2018,"Alaska",885,"0,107",0.0594246474583028,59871,53249.6
2019,"Maine",112,"0,106",0.0272739677820151,50421,59433.9
2019,"Vermont",172,"0,102",0.0231718082140866,55396,29902.8
2019,"New Hampshire",173,"0,075",0.0260062319796232,63785,77126.5
2019,"Virginia",200,"0,099",0.026816432366015,58738,487251.6
2019,"Connecticut",207,"0,102",0.035897318210694,75794,251495.1
2019,"New Jersey",208,"0,092",0.0342593843628854,69626,561842.8
2019,"Kentucky",212,"0,161",0.0413839039464901,43369,191355.5
2019,"Wyoming",212,"0,099",0.0371545343786597,61065,38628.4
2019,"Rhode Island",219,"0,107",0.0360922785677605,56616,53225
2019,"Minnesota",220,"0,09",0.0316433084280094,58426,340130.4
2019,"Idaho",227,"0,111",0.0276502673833275,45741,73912
2019,"Utah",233,"0,094",0.025394314318096,49115,171134.7
2019,"Mississippi",234,"0,196",0.0554676975341182,39062,101525.1
2019,"Hawaii",249,"0,098",0.0245431043500351,55464,79175.4
2019,"Iowa",250,"0,114",0.0276905774637733,50533,172906
2019,"Ohio",280,"0,13",0.041634565795674,50201,611145.8
2019,"North Dakota",281,"0,11",0.0232609821140753,58163,56247
2019,"Nebraska",285,"0,103",0.0298940359927807,54037,118286.5
2019,"Oregon",286,"0,115",0.036970977004675,52462,219458.2
2019,"West Virginia",290,"0,158",0.0492339259743627,42500,72542.9
2019,"Wisconsin",295,"0,097",0.0327369949145663,52918,303891.2
2019,"Pennsylvania",306,"0,121",0.0446498757156031,57596,716173.4
2019,"Washington",312,"0,097",0.0414808289105738,63021,535980.5
2019,"Georgia",327,"0,134",0.0353808964680677,48765,558277.3
2019,"Massachusetts",338,"0,094",0.0302346536988602,73477,517727.1
2019,"New York",351,"0,129",0.0382719402285522,69951,1494736.4
2019,"Montana",374,"0,131",0.036034023445572,50099,46788
2019,"North Carolina",378,"0,135",0.0377914179058915,47660,514624.9
2019,"Indiana",382,"0,122",0.0323506377976756,48980,338350.1
2019,"Florida",385,"0,127",0.0328186518576556,53034,971619.2
2019,"Colorado",397,"0,094",0.0265546003438762,60848,356773.6
2019,"Illinois",404,"0,114",0.0399173440252436,59115,777653.8
2019,"South Dakota",405,"0,11",0.0299251655014473,54725,46641
2019,"Texas",411,"0,136",0.0353061408544136,53266,1785317.9
2019,"Delaware",424,"0,109",0.0365134005409393,53793,64262.4
2019,"Kansas",439,"0,115",0.0316146417393342,53203,160182.3
2019,"California",447,"0,118",0.0415019483053975,64513,2739343.4
2019,"Michigan",449,"0,131",0.0407050841704583,49277,467300.2
2019,"Oklahoma",466,"0,155",0.031037627129113,48317,200710.9
2019,"Maryland",469,"0,091",0.0348560070636255,62989,369623.9
2019,"Arizona",475,"0,134",0.0486228797094999,45808,323894.3
2019,"South Carolina",488,"0,138",0.0275018646835275,45455,212482.8
2019,"Missouri",502,"0,126",0.0327677600837431,48568,290842
2019,"Alabama",520,"0,154",0.0303438941897039,43996,203383.9
2019,"Louisiana",538,"0,187",0.0465037180236521,47670,235947.6
2019,"Nevada",541,"0,13",0.0390409485304022,51419,156828.8
2019,"Arkansas",544,"0,165",0.035237666926444,44788,116790.9
2019,"Tennessee",624,"0,139",0.0337516508780103,48669,329111.6
2019,"New Mexico",857,"0,177",0.0503135156976544,43121,94872.3
2019,"Alaska",885,"0,107",0.0540678009206277,61742,53336.5
